,ampl,autocor,br_fa,eta,famp,mad,stet_K,totvar,Q,M,pTime,pAmp,VType,EPIC,peak1_period,peak2_period,peak3_period,peak1_amp,peak2_amp,peak3_amp,num_sigpeaks
159,1060.623259,9,1.9259376330000002,0.030307402999999997,530.2360294,261.3614218,0.782435145,111.0712081,0.57,0.46,1.77,0.18,QPD,204274743,63.91732611666687,6.61213718448278,9.833434787179518,0.04128639463733249,0.0032836120577725753,0.009483107430868998,2
160,11793.36926,23,0.7858559009999999,0.019313128,8557.136139,3037.472263,0.808851905,3894.6259729999997,0.52,-0.14,2.55,0.67,QPS,204277211,76.76208645999986,1000.0,1000.0,0.052302444316895055,1000.0,1000.0,1
161,7659.671254000001,59,4.146928785,0.013325618999999999,6302.140189,691.7472998,0.637036519,851.2288802999999,0.86,0.78,39.68,0.1,APD,204278916,380.94994629999974,11.904685821874992,17.315906649999988,0.3942459088723352,0.0029069627040281846,0.01393700816887749,2
162,86126.375,62,2.301725904,0.009679449,140733.0546,11867.87,0.707233406,12556.52037,0.94,0.4,18.51,0.04,APD,204281210,191.90521744999955,29.523879607692237,38.38104348999991,0.43835501879522215,0.03295668691884851,0.03526700499581882,3
163,1790.1328629999998,18,1.757194535,0.019094172,799.2425146,325.05903650000005,0.754267591,327.92161289999996,0.74,0.4,2.52,0.18,QPD,204290918,383.8105392500006,10.100277348684227,38.38105392500007,0.03744252238766211,0.017006172023024485,0.08808468705965558,3
164,162.2200054,330,1.5307756819999998,0.15887885699999998,101.6997637,26.68524718,0.771750328,11.10458621,0.74,-0.22,1.59,0.16,QPS,204317053,383.8104280000016,21.322801555555642,9.361229951219551,0.5651129687280292,0.07337791746191469,0.011015496065913668,3
165,361.5177488,10,1.6986184530000001,0.060613797000000004,203.37346169999998,50.81590098,0.739094922,47.17912136,0.61,0.3,2.15,0.08,QPD,204329690,38.34019053999987,383.40190539999867,25.560127026666574,0.02020940179294503,0.09820392910654863,0.0074744566558543855,2
166,81000.64935,55,0.256922722,0.004371311,63162.77349,10570.51552,0.640251869,10989.080979999999,0.91,-0.72,11.2,0.36,B,204342099,34.89186174090905,1000.0,1000.0,0.1911960001446566,1000.0,1000.0,1
167,78.03360434,209,1.035084967,0.32893917300000003,35.22245833,15.98081172,0.8206888720000001,4.72991718,0.73,0.29,1.82,0.17,QPD,204344180,191.90523559999974,1000.0,1000.0,0.5252260392678342,1000.0,1000.0,1
168,1187.347283,30,0.169993344,0.038605067,512.8908763999999,33.68120566,0.569908148,60.44891845,0.75,-1.1,6.94,0.24,B,204347422,380.13273489999847,54.304676414285495,1000.0,0.024623782881443998,0.018553579861516668,1000.0,2
